,Nom du commerce,﻿Catégorie,Adresse,Numéro,Code postal,Localité,Site internet,Géo Point,lun_mat_ouv,lun_mat_ferm,lun_soir_ouv,lun_soir_ferm,mar_mat_ouv,mar_soir_ferm,mer_mat_ouv,mer_mat_ferm,mer_soir_ouv,mer_soir_ferm,jeu_mat_ouv,jeu_mat_ferm,ven_mat_ouv,ven_mat_ferm,ven_soir_ouv,ven_soir_ferm,sam_mat_ouv,sam_mat_ferm,sam_soir_ouv,sam_soir_ferm,dim_mat_ouv,dim_mat_ferm,dim_soir_ferm
89,M.R.D. (Moteurs),Garage automobile,Rue de Huy,49,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
90,S-Lines Cars,Garage automobile,Rue de Huy,103 C,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
91,Renault (Renault Motor Hannut),Garage automobile,Rue du Luxembourg,13,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
92,Ampi,Gaufriers (fabrication et commercialisation),Rue des Combattants,45,4280,Hannut,,"50.674242047,5.08579216",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
93,Grégoire P,Géomètre - expert,Rue Belle-Vue,35,4280,Grand-Hallet,,"50.694514244,5.050462294",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
94,Pins Jean-Pierre,Géomètre - expert,Route de Landen,25,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
95,Le bar à desserts de Marie,Glacier,Rue Louis Snyers,23 A3,4280,Hannut,,"50.669648492,5.084784683",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
96,Avernas Golf club,Golf,Rue de Grand Hallet,19a,4280,Avernas-le-Bauduin,,"50.696213863,5.06633303",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
97,Yellow Studio,Informatique - site web,Rue des Sources,11,4280,Abolens,,"50.673780753,5.145782786",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
98,L'artisan du PC,Informatique (réparation),Rue de Grand-Hallet,23,4280,Avernas-le-Bauduin,,"50.696213863,5.06633303",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
99,Au-delà des Yeux,Institut de beauté et/ou bien-être,Route de Landen,139,4280,Avernas-le-Bauduin,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
100,Lenny,Institut de beauté et/ou bien-être,Route de Landen,177,4280,Avernas-le-Bauduin,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
101,L'une et l'autre (à domicile),Institut de beauté et/ou bien-être,Rue de la Croisette,20,4280,Crehen,,"50.663246071,5.067495789",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
102,Saphinah,Institut de beauté et/ou bien-être,Rue Zenobe Gramme,49 A,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
103,Chemins de l'Harmonie,Institut de beauté et/ou bien-être,Rue de la croix,5,4280,Lens-Saint-Remy,,"50.656155105,5.126290782",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
104,Broze,Jeux & Jouets,Route de Landen,53 A/1,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
105,Fraiture Henri,Kinésithérapeute - Ostéopathe,Rue de la Victoire,16b,4280,Thisnes,,"50.667134368,5.050771497",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
106,Librairie Hesbignonne,Librairie,Rue de l'Eglise,3,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
107,Au Canard,Librairie,Rue Ferdinand Dormal,9,4280,Lens-Saint-Remy,,"50.658056482,5.124666033",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
108,Vannuscorps A,Logopède,Rue de la Tombe,16,4280,Avernas-le-Bauduin,,"50.701600637,5.069092945",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
109,Laureys C,Logopède,Rue Raymond Pasleau,32,4280,Cras-Avernas,,"50.694253845,5.125877059",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
110,Legia Auction,Maison de ventes aux enchères,Rue de Cras Avernas,11,4280,Bertrée,,"50.697029757,5.095957715",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
111,Consortium CAIB,Matériel médical et/ou paramédical,Route de Namur,142,4280,Avin,,"50.625325071,5.083186181",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
112,Ravignat S.A.,Mazout-huiles-charbons-gaz,Voie de Liège,1,4280,Lens-Saint-Remy,,"50.651351361,5.143257824",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
113,La Menuiserie Avinoise,Menuiserie - Châssis - Ebénisterie,Rue du Canivet,10a,4280,Avin,,"50.623112232,5.07535348",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
114,Fontaine Grégory,Menuiserie - Châssis - Ebénisterie,Sentier de la Meunerie,44,4280,Moxhe,,"50.628170602,5.06265697",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
115,Pole Position,Motos,Rue des Quatre - Vents,11,4280,Trognée,,"50.684502301,5.132680527",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
116,Solidaris mutualité,Mutualité,Rue de l'Eglise,10,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
117,Maynamaty,Night shop,Place Henri Hallet,11,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
118,Night and Day,Night Shop,Rue Zenobe Gramme,19-21,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
119,"Fr. HERMANN & So. FOURNIER, notaires associés",Notaires,Route de Landen,76,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
120,Ana Nails Studio,Ongles - Modelage,Route de Tirlemont,115,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
121,Dr De Ronde – Ophtalmologie,Ophtalmologue,Rue Albert 1er,105 bte 23,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
122,Dorzée,Opticien,rue Albert 1er,10,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
123,Le Temps des Cerises,Parcs & Jardins (Entretien et aménagement),Rue Ruart,12,4280,Grand-Hallet,,"50.694830036,5.043149449",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
124,Green Machine,Parcs & Jardins (vente de matériel),Rue de Wansin,5,4280,Petit-Hallet,,"50.68393201,5.021367977",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
125,Destoquay,Peinture (vente de),Rue Zenobe Gramme,45,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
126,Coudrier Natascha,Photographe,Route de Tirlemont,54,4280,Hannut,,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
127,Cuculo M,Plafonnage,Rue les Ruelles,17,4280,Villers-le-Peuplier,,"50.658556505,5.099820381",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
128,Mazy Pneus,Pneus (vente et installation),Rue du Curé,36B,4280,Moxhe,,"50.631402106,5.076315499",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
129,Spare Part Service,Pompes industrielles,Rue du Luxembourg,6 B,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
130,Destoquay Louis,Produits chimiques industriels,Rue du Luxembourg,3,4280,Hannut,,"50.676275139,5.087422649",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
131,Josis Laurence,Psychologue pour enfants & adolescents,Rue Dieu le Garde,3a,4280,Villers-le-Peuplier,,"50.65250818,5.087619573",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
132,Plubi Renta,Publicité - cadeaux publicitaires,Rue Joseph Triffaux,8,4280,Petit-Hallet,,"50.693006927,5.007490565",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
133,De Vous à moi,Sandwicherie,Rue de Huy,54,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
134,Sellerie Bonhomme,Sellerie,Rue de Huy,101A,4280,Hannut,,"50.664769864,5.091593435",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
135,Taquin L,Sexologue,Route de Wavre,102,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
136,LSM Sonorisation,Sonorisation - Matériel - Location,Rue des Aisnes,20,4280,Hannut,,"50.676317264,5.075253813",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
137,STATION essence + car-wash,Station - Service,Route de Landen,51 A,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
138,Station essence Totale,Station - Service,Route de Namur,114,4280,Moxhe,,"50.638894909,5.081312019",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
139,FGTB,Syndicats,Rue Zenobe Gramme,7,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
140,Connect'in shop VOO,Téléphonie,Rue Albert 1er,74 F,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
141,Les Sœurs Raclette,Titres-services,Rue de l'Eglise,2,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
142,les 6'os d'or (Amandine Verswijvel),Toilettage - Chien et/ou Chats,Route de Namur,73,4280,Crehen,,"50.650425354,5.078693652",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
143,Dodion & Fils Entrepreneur,Toitures,Rue Joseph wauters,55,4280,Hannut,,"50.671440816,5.088310975",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
144,MJM Transport SPRL,Transport,Rue du Coquiamont,11a,4280,Merdorp,,"50.649006993,4.991747963",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
145,H2O at home,Vente à domicile,Rue de la Croix,6,4280,Lens-Saint-Remy,,"50.656155105,5.126290782",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
146,Hypso,Vêtements & Accessoires,Grand Place,3,4280,Hannut,,"50.672649414,5.077863186",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
147,Aux pays des rêves,Vêtements & Accessoires,Rue Albert 1er,6,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
148,Nar6sik,Vêtements & Accessoires,Rue Zenobe Gramme,12,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
149,Les P'tits loups (enfants),Vêtements & accessoires,Place Henri Hallet,10 bte 1,4280,Hannut,,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
150,Lillyfee (Confection d'articles pour enfants et adultes),Vêtements & Accessoires,Rue de la Sucrerie,50,4280,Trognée,,"50.6830035,5.121581992",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
151,Warnant A,Vétérinaire,Rue Neuve,36,4280,Poucet,,"50.676579391,5.110205663",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
152,Cornélis Isabelle,Vétérinaire,Route de Wavre,92,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
153,La ferme du Pont,Volaille & gibier (vente de),Rue Dieu le Garde,6a,4280,Villers-le-Peuplier,,"50.65250818,5.087619573",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
154,Hacienda Projects,Événements (Organisation),Rue du Straux,1 bte 1,4280,Merdorp,http://oz-escape-game.com,"50.652523763,4.998798569",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
155,"Restaurant bistronomique ""Chamarel""",Restaurant,Rue Albert 1er,44,4280,Hannut,http://www.chamarel.e-monsite.com,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
156,Dignef,Fruits & légumes,Route de Landen,148,4280,Avernas-le-Bauduin,http://www.dignef.be,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
157,L'Hôtel de Ville,Restaurant,Place Henri Hallet,28 bte 2,4280,Hannut,http://www.hdvhannut.be,"50.671569391,5.078932884",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
158,Lunch garden,Restaurant,Rue de Hesbaye,1,4280,Hannut,http://www.lunchgarden.be,"50.67897509,5.079284298",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
159,La Ferme du Marais (Buchet Alain),Traiteur,Rue du Marais,7,4280,Abolens,http://www.reddingue.be,"50.668325033,5.142710072",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
160,La Roma,Restaurant,Route de Tirlemont,2 bte A,4280,Hannut,http://www.restaurantlaroma.be,"50.677510762,5.071320872",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
161,Lemon Grass,Restaurant,Rue de Grand Hallet,19a,4280,Avernas-le-Bauduin,https://restolemongrass.com/,"50.696213863,5.06633303",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
162,Renaers Isabelle,Traducteur et/ou interprète,Basse-Chaussée,7b,4280,Moxhe,,"50.634229834,5.07907979",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
163,Service de Santé Mentale,Agences - Santé,Rue Zenobe Gramme,48,4280,Hannut,,"50.671341164,5.075842323",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
164,Tom & Co,Animaleries,Route de Landen,51 B,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
165,Le jardin des trois Tilleuls sprl,"Architecte de jardin, paysagiste",Rue du Marquat,11,4280,Merdorp,,"50.643629498,4.995975355",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
166,Flaba JM,"Architecte de jardin, paysagiste",Chaussée Romaine,3,4280,Moxhe,,"50.637856713,5.075498642",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
167,Leclercq L.,Architectes,Route de Landen,30,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
168,Genon C.,Architectes,Rue Joseph Bully,19,4280,Lens-Saint-Remy,,"50.655752011,5.137327589",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
169,Caténa Dewart,Articles & Cadeaux,Rue Albert 1er,14-16,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
170,Francken Michael,Atelier de soudure,Rue des Artisans,1,4280,Hannut,,"50.678394396,5.089498135",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
171,S.A.S. Centre Auto,Automobile - pièces,Route de Landen,57,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
172,Euroto scrl (grossiste pièces automobiles),Automobile - pièces,Route de Landen,57 E,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
173,CBC,Banque / Crédit,Grand Place,8,4280,Hannut,,"50.672649414,5.077863186",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
174,Crelan,Banque / Crédit,Rue Albert 1er,76,4280,Hannut,,"50.670079416,5.081582015",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
175,Axa,Banque / Crédit,Rue de l'Eglise,7,4280,Hannut,,"50.671345054,5.078180062",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
176,Maniki,Bijouteries & Joailleries,Route de Landen,78,4280,Hannut,,"50.696380041,5.081903394",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
177,"Verlaine, Jules & fils",Boissons (négociants et dépositaires) - Brasseurs,Route de Wavre,107,4280,Thisnes,,"50.670537318,5.043941939",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
178,Aux Délices,Boulangerie - Pâtisserie,Place de la Croix,2,4280,Lens-Saint-Remy,,"50.655225041,5.127045091",10.0,15.0,18.0,23.0,17.3,23.3,10.0,14.3,18.5,22.3,17.0,23.0,ferme,14.0,19.0,24.0,10.0,15.0,19.0,24.0,ferme,15.0,ferme
